rn,hsmpSn,rtsSe,rtsInsttId,detailSn,rthousSe,rnAdres,houseTy,houseTyNm,hsmpNm,pnu,hshldCo,rnNm,atchFileId,suplyTy,suplyTyNm,insttDc,url,invntryAssetsAt,x,y
476,31317476,01,D168001,Off,B,충청남도 아산시 아산로 116-21,11,아파트,충청남도 아산시,4420010100119280000,1,아산로116-21,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,126.996225931442,36.7924585519968
477,31317479,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,충청남도 아산시,4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
478,31326182,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,충청남도 아산시,4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
479,31326190,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,충청남도 아산시,4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
480,31331802,01,D168001,Off,B,충청남도 천안시 동남구 북일로 70,11,아파트,충청남도 천안시,4413111800109780000,1,북일로70,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.157602747073,36.8289089681999
481,31329425,01,D168001,Off,B,충청남도 아산시 배방읍 배방로 58-11,11,아파트,충청남도 아산시,4420025324106340000,1,배방로58-11,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.053609281795,36.7711140724809
482,31329436,01,D168001,Off,B,충청남도 아산시 아산로 116-21,11,아파트,충청남도 아산시,4420010100119280000,1,아산로116-21,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,126.996225931442,36.7924585519968
483,31316259,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,충청남도 아산시,4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
484,31316884,01,D168001,Off,B,충청남도 아산시 법곡길 8,11,아파트,충청남도 아산시,4420010700103270000,1,법곡길8,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.012053041537,36.764928290245
485,31324783,01,D168001,Off,B,충청남도 아산시 배방읍 모산로126번길 17-7,11,아파트,충청남도 아산시,4420025324102820000,8,모산로126번길17-7,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.059491765615,36.7726678042711
486,31324785,01,D168001,Off,B,충청남도 아산시 아산로 116-20,11,아파트,충청남도 아산시,4420010100119350000,1,아산로116-20,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,126.995152148088,36.7920175599813
487,31344966,01,D168001,Off,B,충청남도 아산시 아산로 116-21,11,아파트,충청남도 아산시,4420010100119280000,1,아산로116-21,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,126.996225931442,36.7924585519968
488,31340581,01,D168001,Off,B,충청남도 아산시 배방읍 북수로 33,11,아파트,충청남도 아산시,4420025324117230000,1,북수로33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,null,null
489,31348764,01,D168001,Off,B,충청남도 아산시 배방읍 북수로 33,11,아파트,충청남도 아산시,4420025324117230000,1,북수로33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,null,null
490,31342178,01,D168001,Off,B,충청남도 천안시 서북구 3공단6로 125,11,아파트,충청남도 천안시,4413310600105430000,1,3공단6로125,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.10879968887,36.8462628831926
491,31342189,01,D168001,Off,B,충청남도 아산시 배방읍 북수로 33,11,아파트,충청남도 아산시,4420025324117230000,3,북수로33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,null,null
492,31342190,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,충청남도 아산시,4420025324114860000,2,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
