0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,42.03㎡,14.42㎡,"9,985,000원","87,380원","5,000,000원"
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,43.59㎡,14.96㎡,"9,985,000원","89,870원","5,000,000원"
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,53.82㎡,18.47㎡,"12,483,000원","99,850원","7,000,000원"
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,54.81㎡,18.81㎡,"13,107,000원","106,090원","9,000,000원"
"부여규암(07,주1) 1단지",영구임대,충청남도 부여군 규암면 내동로 26,2016-07-20,58,아파트,복도식,개별가스난방,,LH대전충남,26.81㎡,13.82㎡,"11,387,000원","96,050원","11,000,000원"
홍성남장4(3BL),영구임대,충청남도 홍성군 홍성읍 남장중로 37,2016-10-01,162,아파트,복도식,지역가스난방,전체동 설치,LH대전충남,24.29㎡,13.69㎡,"10,098,000원","87,080원","10,000,000원"
청광플러스원아파트,10년임대,충청남도 천안시 동남구 중앙로 265-31,2006-06-30,8,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.58㎡,21.80㎡,0원,0원,0원
청광플러스원아파트,10년임대,충청남도 천안시 동남구 중앙로 265-31,2006-06-30,12,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.58㎡,21.80㎡,0원,0원,0원
논산취암 주공2단지,국민임대,충청남도 논산시 논산대로348번길 7,2005-08-08,656,아파트,계단식,개별가스난방,,LH대전충남,59.99㎡,19.20㎡,"28,140,000원","118,850원","11,000,000원"
논산취암 주공2단지,국민임대,충청남도 논산시 논산대로348번길 7,2005-08-08,656,아파트,계단식,개별가스난방,,LH대전충남,51.86㎡,16.60㎡,"23,682,000원","101,160원","8,000,000원"
시현마을 LH 1단지,국민임대,충청남도 예산군 삽교읍 충예로 258,2019-12-31,604,아파트,복도식,지역난방,전체동 설치,LH대전충남,46.33㎡,23.37㎡,"28,321,000원","257,860원","23,000,000원"
시현마을 LH 1단지,국민임대,충청남도 예산군 삽교읍 충예로 258,2019-12-31,604,아파트,복도식,지역난방,전체동 설치,LH대전충남,26.81㎡,13.52㎡,"9,552,000원","143,240원","16,000,000원"
시현마을 LH 1단지,국민임대,충청남도 예산군 삽교읍 충예로 258,2019-12-31,604,아파트,복도식,지역난방,전체동 설치,LH대전충남,37.68㎡,19.00㎡,"18,383,000원","199,930원","23,000,000원"
아산배방2 A12BL 행복주택,행복주택,충청남도 아산시 배방읍 공원로 89,2020-05-30,250,아파트,,지역난방,,LH대전충남,36.59㎡,20.96㎡,"34,120,000원","181,970원","21,000,000원"
